account_length,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_eve_minutes,total_night_charge,total_intl_minutes,total_intl_calls,number_customer_service_calls,payment_delay,state_freq_encoded
24,0,0,0,243.0,183.9,8.29,15.3,6,0,1,0.0192156862745098
110,0,1,40,202.6,118.8,10.57,9.0,9,2,0,0.0145098039215686
80,0,0,0,124.3,173.0,11.39,7.9,9,1,0,0.0207843137254901
16,0,0,0,153.2,229.7,6.67,10.7,8,1,0,0.0211764705882352
97,0,0,0,169.2,224.6,4.86,13.0,5,1,0,0.0176470588235294
101,0,0,0,189.0,179.2,8.41,11.1,6,0,0,0.0215686274509803
61,0,0,0,140.6,172.8,9.56,13.6,4,1,0,0.0172549019607843
68,0,1,43,147.7,259.3,10.67,8.9,8,3,0,0.0207843137254901
68,1,1,39,142.0,241.6,13.59,11.3,5,1,0,0.0172549019607843
89,0,0,0,242.5,213.3,10.4,6.3,3,3,0,0.0188235294117647
53,0,0,0,198.3,304.2,5.92,9.2,5,2,0,0.0215686274509803
17,0,1,35,198.5,270.6,9.45,8.1,10,1,0,0.0215686274509803
59,0,0,0,189.7,115.9,9.93,7.4,4,0,0,0.0337254901960784
124,0,0,0,167.4,233.2,4.93,10.3,5,0,0,0.0156862745098039
13,0,1,31,265.3,147.6,11.67,12.9,1,1,0,0.0211764705882352
63,0,0,0,132.9,67.0,7.22,9.9,2,3,0,0.0337254901960784
74,0,0,0,230.9,223.0,7.1,9.7,2,3,0,0.0211764705882352
91,0,0,0,153.2,231.7,5.18,9.8,3,4,1,0.0176470588235294
165,0,0,0,216.6,190.8,10.11,12.4,8,0,0,0.0211764705882352
112,0,0,0,135.7,243.0,9.42,12.2,8,1,0,0.0211764705882352
81,0,0,0,145.6,287.9,8.18,9.2,4,2,0,0.0262745098039215
70,0,0,0,232.8,303.4,11.5,12.9,7,0,1,0.0227450980392156
87,1,1,40,221.6,157.1,10.01,11.5,3,1,0,0.0192156862745098
88,0,0,0,113.7,165.1,6.37,10.8,3,1,0,0.0133333333333333
108,0,0,0,291.6,221.1,10.31,14.0,9,2,1,0.0149019607843137
109,1,0,0,166.5,268.4,5.68,10.2,3,3,0,0.0207843137254901
84,0,1,35,207.5,201.0,7.4,7.5,16,4,0,0.0149019607843137
56,0,1,30,127.1,172.1,8.76,12.1,3,1,0,0.0172549019607843
83,0,0,0,268.7,145.5,8.35,9.4,6,0,0,0.0215686274509803
166,0,0,0,238.6,242.8,9.15,10.0,8,4,0,0.016078431372549
148,0,0,0,168.7,208.5,8.28,6.8,6,2,0,0.0196078431372549
96,0,0,0,97.6,105.5,9.91,11.6,9,1,0,0.0211764705882352
83,0,0,0,208.9,214.8,11.16,13.0,5,1,0,0.0231372549019607
166,0,1,32,148.4,170.6,9.07,11.3,12,1,0,0.0145098039215686
73,0,0,0,213.0,188.8,6.13,13.5,3,0,0,0.0215686274509803
111,0,0,0,181.8,158.1,11.98,9.7,9,0,0,0.0254901960784313
160,0,0,0,234.9,270.8,9.87,13.9,2,1,1,0.0211764705882352
64,0,1,31,281.9,240.6,9.55,7.0,5,3,0,0.0176470588235294
134,0,0,0,141.7,205.6,9.83,8.8,6,0,0,0.0192156862745098
133,0,1,44,174.0,209.4,10.08,14.1,7,2,1,0.0231372549019607
180,0,0,0,253.9,184.2,7.84,0.4,7,1,0,0.0231372549019607
90,0,1,32,276.6,138.3,12.58,6.8,3,3,0,0.0262745098039215
47,0,1,28,141.3,168.0,5.11,7.8,2,1,0,0.0223529411764705
83,0,0,0,48.4,139.7,6.93,11.5,4,2,0,0.0211764705882352
43,0,1,39,188.3,167.6,8.55,15.6,5,1,0,0.0207843137254901
149,0,0,0,114.5,228.8,6.11,10.7,3,0,0,0.0211764705882352
64,0,0,0,160.6,171.9,4.73,7.3,2,0,1,0.0337254901960784
91,1,1,24,93.5,183.4,10.83,9.9,3,0,0,0.0176470588235294
31,0,0,0,229.1,172.4,10.96,11.0,4,3,0,0.0176470588235294
45,0,0,0,126.8,157.8,7.12,11.0,4,3,0,0.0207843137254901
125,0,0,0,138.5,159.7,9.57,7.7,3,2,0,0.0168627450980392
100,0,0,0,174.2,235.0,11.89,9.9,7,1,0,0.0274509803921568
112,0,0,0,170.5,193.2,8.46,11.2,6,0,0,0.0168627450980392
117,0,0,0,102.3,135.2,8.99,15.7,10,3,0,0.0149019607843137
128,0,0,0,247.3,182.7,6.44,14.7,2,3,0,0.0145098039215686
54,0,0,0,199.8,308.0,7.32,10.1,4,0,0,0.0184313725490196
102,0,0,0,62.5,222.2,6.41,12.5,5,1,0,0.0274509803921568
166,0,0,0,199.6,214.3,8.86,7.2,5,3,0,0.0211764705882352
116,0,0,0,167.8,142.0,8.58,7.3,4,2,0,0.0145098039215686
99,0,0,0,214.9,218.4,12.27,9.6,3,2,0,0.0172549019607843
140,0,0,0,191.8,261.1,11.37,10.8,3,6,0,0.0145098039215686
118,1,0,0,160.0,175.4,8.32,9.9,3,2,0,0.0215686274509803
74,0,0,0,106.4,140.2,4.09,11.4,3,1,0,0.0231372549019607
107,0,1,25,248.6,119.3,8.74,12.0,1,1,0,0.0211764705882352
123,0,0,0,211.0,217.0,9.67,9.8,7,3,0,0.0172549019607843
71,0,1,39,183.2,209.4,7.76,11.9,6,1,0,0.0227450980392156
95,0,1,36,283.1,286.2,11.78,11.3,3,3,0,0.0211764705882352
148,0,0,0,178.3,282.6,8.15,11.4,4,1,0,0.016078431372549
161,0,0,0,173.4,213.7,6.37,11.5,4,1,0,0.0184313725490196
51,0,0,0,169.3,139.5,8.87,12.0,3,0,0,0.0337254901960784
92,0,0,0,114.6,209.0,9.44,8.3,5,2,0,0.0211764705882352
78,0,0,0,140.0,216.8,10.1,9.0,6,2,0,0.0207843137254901
55,0,1,28,105.3,197.4,8.44,8.6,6,2,0,0.0168627450980392
131,0,0,0,94.4,215.1,8.09,13.1,9,2,0,0.0176470588235294
63,1,0,0,62.9,202.9,11.66,8.9,8,1,0,0.0192156862745098
177,0,0,0,175.4,155.3,8.07,11.5,3,1,0,0.0207843137254901
86,0,0,0,70.7,211.0,7.86,0.0,0,2,0,0.0254901960784313
154,0,0,0,166.9,154.9,8.52,7.2,5,0,0,0.0164705882352941
81,0,1,17,145.7,202.9,9.56,9.5,5,1,0,0.0184313725490196
70,0,0,0,175.4,159.5,11.73,11.6,4,0,0,0.0262745098039215
53,0,0,0,164.1,206.0,8.76,11.4,2,1,0,0.0262745098039215
106,0,0,0,158.7,64.3,8.93,10.2,4,1,0,0.0254901960784313
90,1,0,0,221.8,203.8,9.71,8.4,4,1,0,0.0227450980392156
42,0,0,0,155.4,164.1,7.1,9.0,3,0,0,0.0133333333333333
112,0,0,0,167.6,154.5,12.66,17.3,3,2,0,0.016078431372549
89,0,0,0,137.9,192.6,11.51,11.0,5,1,0,0.0180392156862745
145,0,0,0,135.0,206.3,9.47,19.7,4,0,0,0.0168627450980392
104,0,0,0,246.4,205.5,9.36,14.1,8,2,0,0.0188235294117647
127,0,0,0,241.7,141.5,7.68,4.5,5,2,0,0.0176470588235294
163,0,0,0,277.7,115.3,7.66,10.4,8,0,0,0.0168627450980392
155,0,0,0,71.2,304.4,8.25,8.6,4,0,0,0.0172549019607843
56,0,0,0,197.0,222.8,10.14,10.6,6,2,0,0.0207843137254901
89,0,0,0,269.8,227.0,9.55,4.7,6,1,1,0.0207843137254901
193,0,0,0,170.9,132.3,5.08,11.6,3,1,0,0.0215686274509803
136,0,1,24,50.1,295.8,5.03,11.0,6,0,0,0.0250980392156862
100,0,0,0,96.5,210.2,6.59,12.5,3,1,1,0.0211764705882352
122,0,0,0,158.2,178.5,6.94,8.5,5,2,0,0.0172549019607843
116,0,0,0,110.9,213.4,8.38,7.9,2,2,0,0.0176470588235294
67,0,0,0,310.4,66.5,11.09,9.2,10,4,0,0.0164705882352941
61,0,0,0,234.6,200.7,7.7,8.1,2,0,0,0.0231372549019607
90,0,1,29,185.6,219.7,6.84,11.1,5,2,0,0.0188235294117647
135,0,0,0,194.8,235.3,7.85,11.0,3,1,0,0.0211764705882352
105,0,1,27,141.2,167.7,12.35,11.4,2,1,0,0.016078431372549
98,0,0,0,271.4,190.4,12.81,11.1,6,4,1,0.0215686274509803
129,0,0,0,207.7,191.3,10.2,11.6,6,2,0,0.0168627450980392
135,0,0,0,263.8,251.3,9.0,8.4,2,5,1,0.0211764705882352
86,0,1,31,167.6,113.0,11.11,12.2,6,1,0,0.0196078431372549
11,0,0,0,143.4,289.4,8.73,9.7,6,2,0,0.0254901960784313
112,0,0,0,172.1,228.0,12.12,14.1,3,2,0,0.0254901960784313
132,0,0,0,176.7,244.1,7.93,9.1,4,2,0,0.0172549019607843
63,0,1,32,218.9,214.3,11.71,12.9,3,1,0,0.0192156862745098
51,0,0,0,197.8,221.0,7.59,8.9,5,1,0,0.0211764705882352
78,1,0,0,198.9,210.6,11.34,14.4,12,0,1,0.0215686274509803
148,1,0,0,136.8,197.5,4.19,10.3,5,2,0,0.0192156862745098
66,0,0,0,201.3,152.8,10.49,7.5,4,1,0,0.0211764705882352
97,0,1,28,283.1,185.4,14.08,6.1,8,1,0,0.0184313725490196
74,1,0,0,267.5,242.5,10.04,8.3,4,3,1,0.0184313725490196
99,0,0,0,130.4,219.9,3.78,9.8,3,2,0,0.0274509803921568
166,1,0,0,191.3,167.3,7.33,10.2,2,2,1,0.0223529411764705
71,0,0,0,212.1,235.9,9.35,11.3,5,4,0,0.0231372549019607
127,0,0,0,135.5,146.0,9.36,10.7,4,2,0,0.016078431372549
120,0,0,0,215.7,244.4,9.5,11.4,5,2,0,0.0156862745098039
90,0,0,0,205.7,161.9,12.14,12.5,6,2,0,0.0337254901960784
112,0,1,27,213.0,226.2,8.54,11.1,3,4,0,0.0211764705882352
81,0,1,33,161.6,123.0,11.76,12.2,5,1,0,0.0211764705882352
75,0,0,0,170.7,193.1,5.81,6.9,7,1,0,0.0184313725490196
163,0,1,23,160.0,189.4,10.35,10.4,7,1,0,0.0211764705882352
100,0,0,0,222.1,245.0,5.82,8.1,2,2,0,0.0164705882352941
110,0,0,0,196.1,199.7,6.12,12.9,1,3,0,0.0192156862745098
113,0,0,0,156.0,256.8,7.89,11.9,5,2,0,0.0133333333333333
87,0,0,0,189.5,204.9,9.98,13.4,3,1,0,0.0203921568627451
93,0,0,0,164.9,210.4,10.32,7.8,4,2,0,0.0231372549019607
45,0,0,0,135.0,159.0,7.66,11.1,15,1,0,0.0180392156862745
120,0,1,39,200.3,220.4,11.42,10.5,4,0,0,0.0168627450980392
112,1,0,0,217.6,195.7,8.05,10.4,8,2,0,0.0172549019607843
84,0,1,38,193.0,153.6,11.72,7.4,5,2,0,0.0192156862745098
82,0,0,0,121.6,191.3,10.41,8.6,5,3,0,0.0184313725490196
38,0,1,25,142.4,313.7,5.7,13.4,6,2,0,0.0215686274509803
119,0,1,32,186.4,206.9,6.78,12.1,2,1,0,0.0337254901960784
78,1,0,0,176.6,179.4,8.02,16.6,5,2,1,0.0172549019607843
13,0,0,0,167.4,223.5,9.71,9.0,3,1,0,0.0211764705882352
88,0,0,0,141.7,226.2,4.5,11.9,8,0,0,0.0207843137254901
67,0,0,0,124.0,222.2,6.8,13.1,2,0,0,0.016078431372549
173,1,1,18,127.2,130.7,10.34,11.2,5,2,0,0.0250980392156862
65,0,0,0,192.0,139.5,8.43,5.5,4,2,0,0.0188235294117647
120,0,1,27,179.6,262.8,10.8,11.1,2,1,0,0.0223529411764705
84,0,0,0,148.8,189.8,6.64,6.3,2,1,0,0.0184313725490196
158,0,1,22,192.9,219.7,7.62,10.9,3,2,0,0.0168627450980392
69,0,0,0,198.8,203.7,7.97,15.2,2,4,0,0.0192156862745098
84,0,0,0,217.1,236.0,5.32,9.4,4,1,0,0.0203921568627451
78,0,0,0,149.7,182.2,11.77,9.7,8,0,0,0.0168627450980392
135,0,1,22,197.1,259.4,6.06,14.6,5,2,0,0.0172549019607843
172,0,0,0,290.5,253.0,7.17,11.3,5,2,1,0.0211764705882352
130,0,0,0,110.0,181.9,9.36,11.7,3,1,0,0.0337254901960784
86,0,0,0,141.3,154.3,9.48,8.2,5,1,0,0.0176470588235294
122,0,0,0,234.1,200.2,10.68,13.1,9,2,0,0.0262745098039215
41,1,1,31,278.1,268.1,10.87,11.3,4,0,0,0.0211764705882352
67,0,0,0,225.9,243.1,3.78,13.5,2,2,1,0.0231372549019607
70,0,0,0,222.8,215.9,10.06,0.0,0,1,0,0.0192156862745098
67,0,0,0,125.0,294.5,9.26,10.2,4,1,1,0.0262745098039215
72,0,0,0,168.3,212.4,9.01,12.0,3,2,0,0.0215686274509803
117,0,1,20,205.7,136.1,7.17,8.7,3,2,0,0.0231372549019607
105,0,0,0,181.9,233.5,8.76,8.1,9,1,0,0.0176470588235294
164,0,0,0,123.3,170.0,7.47,12.7,2,1,0,0.0274509803921568
122,0,1,23,134.2,227.3,5.51,8.5,2,2,0,0.0207843137254901
98,0,1,30,110.3,182.4,8.27,11.0,8,2,0,0.0149019607843137
82,0,0,0,217.6,169.4,11.2,12.7,3,0,0,0.0211764705882352
90,1,0,0,207.1,208.5,6.57,4.4,5,2,0,0.0149019607843137
69,0,0,0,245.6,173.0,5.03,14.2,7,2,0,0.0164705882352941
103,0,1,29,294.7,237.3,13.51,13.7,6,1,0,0.0207843137254901
83,1,1,32,94.7,154.4,9.02,10.6,6,2,0,0.0231372549019607
119,0,0,0,176.8,224.7,9.21,7.5,15,1,0,0.0176470588235294
127,0,0,0,262.9,175.9,9.09,7.5,5,1,0,0.0211764705882352
151,0,1,31,240.7,106.5,8.81,10.6,2,2,0,0.0262745098039215
130,0,0,0,203.9,191.8,5.96,12.1,4,3,0,0.0215686274509803
33,0,0,0,184.4,203.8,10.68,9.3,5,3,0,0.0192156862745098
167,1,0,0,181.2,262.5,9.63,8.4,4,0,0,0.0156862745098039
127,1,0,0,180.9,209.5,11.25,7.4,4,2,0,0.016078431372549
63,1,1,21,151.5,147.8,9.47,10.0,4,1,0,0.0184313725490196
55,0,0,0,119.7,231.8,10.0,4.6,2,2,0,0.0207843137254901
58,0,0,0,181.4,145.8,9.01,7.9,3,0,0,0.0274509803921568
148,0,1,25,230.7,233.8,9.71,13.5,2,3,0,0.0188235294117647
150,0,1,28,174.4,169.9,9.07,11.0,4,1,0,0.0262745098039215
60,1,1,29,265.9,215.8,4.86,14.0,12,0,1,0.0223529411764705
39,0,0,0,187.2,114.7,4.71,13.2,5,1,0,0.0168627450980392
78,0,0,0,231.0,230.4,11.76,9.5,3,1,0,0.0211764705882352
139,0,0,0,134.4,211.3,8.71,10.2,2,5,1,0.0262745098039215
80,1,1,30,184.2,167.5,9.58,10.0,10,0,0,0.0211764705882352
159,1,0,0,257.1,312.2,8.24,8.8,6,1,1,0.0184313725490196
87,0,1,39,82.6,224.4,7.36,9.5,1,3,0,0.0176470588235294
116,1,1,29,162.3,279.3,8.67,11.7,2,3,1,0.0231372549019607
113,0,0,0,61.2,92.3,8.88,13.7,3,5,1,0.0337254901960784
139,0,0,0,181.6,335.7,6.74,8.3,6,4,0,0.0168627450980392
98,0,0,0,136.1,156.3,7.15,10.1,5,2,0,0.0164705882352941
77,0,0,0,184.7,194.0,11.21,9.0,4,1,0,0.0254901960784313
233,0,0,0,137.3,232.4,9.27,9.8,4,1,0,0.0188235294117647
112,0,1,31,225.2,256.8,11.24,11.5,1,4,0,0.0156862745098039
82,0,0,0,156.0,295.6,8.86,14.3,3,0,0,0.0184313725490196
96,0,0,0,170.5,277.5,7.31,12.2,6,1,0,0.0231372549019607
122,0,0,0,128.9,244.4,6.69,10.7,5,0,0,0.0168627450980392
106,0,0,0,159.6,276.8,10.06,8.8,3,0,0,0.0176470588235294
91,0,0,0,251.5,179.1,7.34,6.6,3,1,0,0.0227450980392156
33,0,0,0,182.5,232.1,6.71,7.5,2,2,0,0.0211764705882352
55,0,1,28,222.5,177.8,8.76,9.7,4,2,0,0.0223529411764705
86,0,1,30,99.9,263.5,11.46,9.8,7,2,0,0.0274509803921568
129,0,0,0,98.0,240.7,11.47,10.5,4,0,0,0.0211764705882352
79,0,0,0,161.6,187.5,9.94,10.3,7,2,0,0.0215686274509803
68,0,0,0,213.9,260.5,10.52,8.4,3,1,1,0.0231372549019607
88,0,1,17,219.5,222.1,8.47,16.1,5,1,0,0.0172549019607843
73,0,0,0,67.0,223.0,10.64,11.2,2,1,0,0.0231372549019607
174,0,0,0,178.0,141.5,11.93,6.2,5,3,0,0.0207843137254901
56,0,0,0,221.9,278.2,12.96,7.1,5,0,1,0.0188235294117647
61,0,1,28,239.9,218.9,7.47,12.1,4,1,0,0.0215686274509803
107,0,0,0,167.3,163.9,8.37,6.7,5,2,0,0.0184313725490196
128,1,0,0,192.8,136.6,6.83,13.5,4,1,1,0.0262745098039215
147,0,0,0,212.8,204.1,7.03,10.2,2,1,0,0.0168627450980392
99,0,1,19,87.7,223.0,8.2,7.3,4,2,0,0.0215686274509803
178,0,1,22,112.8,232.6,8.77,14.3,3,1,0,0.0192156862745098
101,0,0,0,153.8,234.0,8.83,11.6,2,4,0,0.0215686274509803
72,0,1,38,84.3,267.2,7.55,8.3,6,4,1,0.0145098039215686
16,0,0,0,205.6,169.5,9.9,10.9,3,0,0,0.0274509803921568
111,0,1,21,127.1,228.3,7.5,7.1,3,1,0,0.0156862745098039
132,0,1,39,175.7,187.2,10.15,8.6,3,2,0,0.0137254901960784
95,0,0,0,69.4,190.8,9.9,8.9,5,0,0,0.0207843137254901
122,0,1,45,147.8,147.4,9.16,14.0,5,1,0,0.0215686274509803
9,0,1,39,214.1,169.2,8.54,10.1,3,1,0,0.0164705882352941
85,0,0,0,225.0,176.9,8.74,7.1,2,3,0,0.0337254901960784
127,0,0,0,182.3,169.9,8.28,9.3,3,1,0,0.0137254901960784
73,0,0,0,217.8,220.6,12.48,10.3,6,1,1,0.0215686274509803
142,0,0,0,131.7,239.6,10.58,8.9,3,1,0,0.0262745098039215
141,0,1,23,149.7,162.5,9.91,7.6,2,3,0,0.0172549019607843
122,0,0,0,136.7,243.1,8.5,8.6,4,0,0,0.0215686274509803
114,0,1,34,114.5,229.3,13.0,10.4,16,0,0,0.0274509803921568
108,0,0,0,178.3,189.0,5.81,14.6,5,0,0,0.0215686274509803
126,1,1,26,129.3,176.5,6.95,9.6,7,1,0,0.0250980392156862
85,0,1,30,173.1,247.2,7.14,11.5,5,1,0,0.0223529411764705
123,0,0,0,206.9,224.4,8.88,8.3,2,3,0,0.0168627450980392
65,0,0,0,244.5,206.2,13.49,7.6,1,5,1,0.0172549019607843
52,0,0,0,217.0,152.3,6.04,11.8,4,2,0,0.0137254901960784
78,0,0,0,130.8,223.7,10.25,10.0,5,1,0,0.0215686274509803
127,0,1,27,140.1,223.4,11.61,3.8,10,1,0,0.0192156862745098
140,0,0,0,129.6,246.2,7.74,9.4,10,3,0,0.0211764705882352
97,1,0,0,143.7,273.0,8.02,10.9,3,0,0,0.0227450980392156
112,1,0,0,195.7,141.9,6.14,7.9,6,1,0,0.016078431372549
70,0,0,0,152.8,183.6,6.83,10.5,2,1,0,0.0172549019607843
115,0,0,0,200.2,244.9,8.59,8.8,3,1,0,0.0262745098039215
141,0,0,0,260.2,179.2,6.08,7.2,8,3,0,0.0274509803921568
118,0,0,0,154.8,244.0,7.18,12.8,4,0,0,0.0274509803921568
101,0,1,29,121.1,186.4,10.88,10.1,6,0,0,0.0149019607843137
56,0,1,24,121.7,184.0,12.0,12.7,3,1,0,0.0184313725490196
175,0,0,0,132.0,231.2,14.1,8.7,10,1,0,0.0188235294117647
90,1,0,0,148.2,220.4,6.04,9.2,1,4,1,0.0180392156862745
104,0,0,0,225.9,162.8,12.24,10.1,4,1,0,0.0337254901960784
118,0,0,0,187.4,177.8,10.5,12.2,6,1,0,0.0164705882352941
91,0,0,0,139.8,157.0,9.84,13.6,4,3,0,0.0156862745098039
76,0,1,35,273.7,153.3,11.66,3.8,3,0,0,0.0203921568627451
146,0,0,0,214.8,230.9,10.07,5.8,3,3,0,0.0211764705882352
171,0,0,0,231.2,188.7,9.31,12.3,1,1,0,0.0262745098039215
97,0,1,32,168.4,225.9,8.63,8.5,7,0,0,0.0250980392156862
45,0,0,0,142.4,318.7,10.08,11.1,7,1,0,0.0211764705882352
185,1,1,30,154.1,118.7,11.63,12.9,3,2,0,0.0262745098039215
108,0,0,0,154.2,112.3,11.09,15.4,4,4,1,0.0254901960784313
97,0,1,32,172.7,217.4,11.73,11.7,5,1,0,0.0207843137254901
74,0,0,0,207.1,182.0,10.52,7.4,8,1,0,0.0223529411764705
94,0,1,28,92.7,127.8,10.15,9.9,4,3,0,0.0337254901960784
138,0,0,0,87.6,266.9,9.66,9.8,10,2,0,0.0196078431372549
63,1,1,36,199.0,291.3,8.89,11.0,6,1,0,0.0207843137254901
75,0,1,46,214.1,200.9,11.11,9.2,6,0,0,0.0207843137254901
74,0,0,0,148.5,146.5,13.01,9.9,6,3,0,0.0207843137254901
90,0,0,0,61.3,194.4,6.44,11.4,9,1,0,0.0211764705882352
81,0,0,0,261.4,215.7,12.23,8.0,6,1,1,0.0133333333333333
146,0,1,11,180.7,173.7,10.42,10.1,4,2,0,0.0262745098039215
121,0,0,0,170.4,350.5,13.37,11.2,3,0,1,0.0192156862745098
95,1,1,41,136.8,200.8,6.02,10.3,9,5,1,0.0215686274509803
47,0,1,30,196.6,241.4,10.17,12.9,4,2,0,0.0168627450980392
122,0,0,0,189.9,193.9,7.98,15.6,2,0,0,0.0207843137254901
138,1,0,0,268.4,174.4,8.71,11.6,4,1,0,0.0188235294117647
83,0,0,0,159.3,202.3,10.31,9.5,3,2,0,0.0231372549019607
119,0,0,0,239.1,243.5,10.39,10.9,3,3,1,0.0168627450980392
147,1,1,24,219.9,208.5,15.86,8.1,4,3,0,0.0207843137254901
114,0,0,0,191.5,175.2,9.91,0.0,0,0,0,0.0207843137254901
79,1,0,0,103.5,319.3,10.8,8.4,4,2,0,0.0188235294117647
88,0,0,0,215.6,216.2,7.71,11.8,1,3,0,0.0145098039215686
106,1,1,26,270.3,215.2,11.43,14.4,7,1,1,0.0262745098039215
90,0,0,0,190.0,196.1,9.74,8.0,6,2,0,0.0192156862745098
90,0,0,0,37.8,155.3,7.88,14.2,5,3,0,0.0211764705882352
29,0,0,0,196.8,168.0,5.97,12.7,7,2,0,0.0207843137254901
105,0,0,0,232.6,253.4,6.93,10.5,9,1,0,0.0231372549019607
98,0,0,0,207.0,256.3,6.19,10.4,4,2,0,0.0223529411764705
138,0,0,0,220.2,88.3,8.79,12.9,5,0,0,0.0211764705882352
115,0,0,0,80.8,195.7,8.55,11.7,6,1,0,0.0149019607843137
102,0,1,45,129.2,239.4,10.05,8.7,4,0,0,0.0231372549019607
179,0,0,0,234.5,164.2,8.61,6.1,4,1,0,0.0188235294117647
119,0,0,0,121.4,230.9,7.36,13.8,4,2,0,0.0262745098039215
86,0,1,16,144.8,206.2,11.49,11.6,2,4,0,0.0188235294117647
104,0,0,0,139.7,202.6,9.16,11.3,5,2,0,0.0180392156862745
76,0,1,17,234.9,255.4,8.76,15.4,3,1,0,0.0164705882352941
139,1,0,0,172.6,281.7,11.4,10.5,3,3,0,0.0176470588235294
200,0,0,0,195.4,249.4,10.49,12.9,2,3,0,0.016078431372549
153,0,0,0,154.6,263.0,16.55,15.5,2,1,0,0.0207843137254901
108,0,1,15,196.8,173.5,12.36,14.6,5,1,0,0.0172549019607843
61,0,1,15,252.4,187.8,11.68,10.0,3,2,0,0.0137254901960784
56,0,0,0,226.0,248.5,6.32,6.9,11,1,0,0.0192156862745098
132,0,0,0,83.4,232.2,6.6,7.6,5,1,0,0.0192156862745098
98,0,1,38,213.7,253.0,9.35,10.7,5,2,0,0.0211764705882352
118,0,0,0,136.1,204.2,10.27,11.3,4,1,0,0.0133333333333333
127,0,0,0,221.0,160.7,10.49,6.8,4,2,0,0.0192156862745098
202,0,0,0,168.9,235.8,12.29,14.6,3,3,0,0.0176470588235294
140,0,0,0,201.9,181.7,8.3,12.1,10,0,0,0.0149019607843137
54,0,0,0,273.8,119.6,12.04,11.7,3,1,0,0.0168627450980392
103,0,0,0,147.8,182.6,11.74,6.9,3,1,0,0.0274509803921568
105,0,0,0,160.3,195.2,7.35,12.7,3,2,0,0.0262745098039215
123,0,0,0,260.9,168.5,8.02,13.3,5,3,0,0.0227450980392156
125,0,0,0,143.2,88.1,10.49,8.8,7,4,1,0.0211764705882352
89,0,0,0,197.1,165.9,10.23,12.8,3,1,0,0.0176470588235294
35,0,0,0,149.3,242.2,7.84,8.9,6,2,0,0.0188235294117647
115,1,0,0,249.9,242.5,6.83,15.3,6,1,1,0.0337254901960784
83,0,0,0,132.4,121.6,8.9,8.6,2,1,0,0.0184313725490196
24,1,0,0,230.5,184.7,7.16,10.6,3,1,0,0.0164705882352941
200,0,0,0,128.2,133.2,7.99,11.2,2,1,0,0.0223529411764705
159,0,0,0,168.5,203.9,8.96,8.1,2,1,0,0.0207843137254901
100,1,0,0,159.9,179.9,6.95,11.6,2,2,1,0.0262745098039215
97,0,0,0,276.1,201.1,10.41,8.9,4,0,1,0.0180392156862745
60,0,1,20,118.3,253.8,7.78,9.4,4,1,0,0.0211764705882352
53,0,0,0,143.8,199.6,8.0,7.8,4,1,0,0.0207843137254901
88,0,1,28,190.6,237.3,9.52,9.8,1,2,0,0.016078431372549
102,0,0,0,103.1,275.0,6.35,11.2,5,1,0,0.0168627450980392
57,0,1,23,208.7,233.4,4.9,9.1,5,1,0,0.0207843137254901
102,0,0,0,156.5,204.3,6.39,9.9,2,2,0,0.0274509803921568
98,0,1,31,121.0,218.9,10.2,12.0,1,1,0,0.0172549019607843
100,0,1,33,218.7,155.0,4.46,12.1,4,1,0,0.0203921568627451
132,0,0,0,164.0,243.6,7.0,10.2,4,1,0,0.0192156862745098
90,0,0,0,114.4,127.7,11.39,10.1,5,2,0,0.0168627450980392
83,0,0,0,129.6,189.7,9.86,9.8,4,2,0,0.0207843137254901
130,0,1,26,257.2,224.3,9.18,12.6,4,1,0,0.0215686274509803
67,0,1,20,230.6,189.1,7.3,9.4,2,1,0,0.0231372549019607
91,0,0,0,34.5,192.3,11.53,7.9,7,0,0,0.0262745098039215
115,0,0,0,132.0,197.5,7.91,0.0,0,3,0,0.0274509803921568
142,0,0,0,187.0,134.6,10.9,7.4,5,2,0,0.0176470588235294
93,0,1,21,134.2,162.5,8.4,11.8,2,4,1,0.0172549019607843
105,0,0,0,251.6,175.1,8.3,5.4,5,1,0,0.0145098039215686
160,0,0,0,121.8,89.3,6.78,10.3,5,1,0,0.0192156862745098
80,0,1,36,190.3,256.6,9.67,3.8,4,1,0,0.0215686274509803
51,0,0,0,176.7,218.9,8.28,9.1,4,0,0,0.0164705882352941
197,0,0,0,154.8,171.5,10.23,10.6,2,3,0,0.0211764705882352
36,0,1,29,281.4,202.2,8.42,9.0,6,2,0,0.0250980392156862
82,0,0,0,164.1,317.7,10.87,13.3,4,1,0,0.0250980392156862
73,0,1,47,173.7,204.0,7.86,6.3,3,2,0,0.0211764705882352
12,0,0,0,204.6,212.5,8.19,9.8,7,2,0,0.0211764705882352
92,0,0,0,184.7,262.0,10.78,12.3,6,2,1,0.0184313725490196
85,0,0,0,133.3,185.0,13.01,9.1,4,3,0,0.0164705882352941
103,0,0,0,185.8,86.8,9.38,10.7,9,1,0,0.0211764705882352
95,0,0,0,58.2,202.1,9.47,10.4,5,0,0,0.016078431372549
85,0,0,0,236.9,197.7,13.91,11.4,7,2,1,0.0211764705882352
78,0,0,0,131.6,290.4,8.57,0.0,0,3,0,0.0215686274509803
13,0,0,0,303.2,170.5,10.24,11.5,3,0,1,0.0215686274509803
